Film_title,Director,Average_rating,Watches,Film_URL,Actor1,Actor2,Actor3
A Clockwork Orange,Stanley Kubrick,4.13,1337735,https://a.ltrbxd.com/resized/film-poster/5/1/8/6/7/51867-a-clockwork-orange-0-1000-0-1500-crop.jpg?v=d6d5407b50,Malcolm McDowell,Patrick Magee,Michael Bates
City of God,Fernando Meirelles,4.52,732104,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/3/51523-city-of-god-0-1000-0-1500-crop.jpg?v=7517ea94ce,Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen
Ratatouille,Brad Bird,4.2,3038905,https://a.ltrbxd.com/resized/sm/upload/n8/rl/pc/se/jEiEU8viSb8CIIHcfprVr2V6XDz-0-1000-0-1500-crop.jpg?v=25e13045f0,Patton Oswalt,Lou Romano,Ian Holm
Chungking Express,Wong Kar-wai,4.3,529141,https://a.ltrbxd.com/resized/film-poster/4/5/6/0/2/45602-chungking-express-0-1000-0-1500-crop.jpg?v=9475abb05b,Takeshi Kaneshiro,Brigitte Lin,Tony Leung Chiu-wai
Titanic,James Cameron,3.8,2644002,https://a.ltrbxd.com/resized/film-poster/5/1/5/2/4/51524-titanic-0-1000-0-1500-crop.jpg?v=7517ea94ce,Leonardo DiCaprio,Kate Winslet,Billy Zane
Moonlight,Barry Jenkins,4.2,1345429,https://a.ltrbxd.com/resized/sm/upload/90/gn/c7/9k/qAwFbszz0kRyTuXmMeKQZCX3Q2O-0-1000-0-1500-crop.jpg?v=192bde15c6,Trevante Rhodes,André Holland,Janelle Monáe
No Country for Old Men,"Joel Coen, Ethan Coen",4.33,1551525,https://a.ltrbxd.com/resized/sm/upload/dr/hr/pz/ez/ehLb2SQ3djlA1FrQKbP2WO3VH09-0-1000-0-1500-crop.jpg?v=6489920a92,Josh Brolin,Javier Bardem,Tommy Lee Jones
"Girl, Interrupted",James Mangold,3.89,862454,https://a.ltrbxd.com/resized/sm/upload/1x/ad/d5/5d/vp46lgVDiFdT4Hw5WIISOPwnMaH-0-1000-0-1500-crop.jpg?v=d07803f1c3,Winona Ryder,Angelina Jolie,Brittany Murphy
Lost in Translation,Sofia Coppola,3.84,1166104,https://a.ltrbxd.com/resized/sm/upload/th/b5/6c/gl/5T8VvuFTdaawKLJk34i69Utaw7o-0-1000-0-1500-crop.jpg?v=ce6ae8e1b4,Bill Murray,Scarlett Johansson,Giovanni Ribisi
The Virgin Suicides,Sofia Coppola,3.82,732747,https://a.ltrbxd.com/resized/film-poster/5/1/0/2/4/51024-the-virgin-suicides-0-1000-0-1500-crop.jpg?v=b869f3409a,James Woods,Kathleen Turner,Kirsten Dunst
Mad Max: Fury Road,George Miller,4.17,1873510,https://a.ltrbxd.com/resized/film-poster/6/2/7/8/0/62780-mad-max-fury-road-0-1000-0-1500-crop.jpg?v=37c5424b1f,Tom Hardy,Charlize Theron,Nicholas Hoult
Barbie,Greta Gerwig,3.88,3426847,https://a.ltrbxd.com/resized/film-poster/2/7/7/0/6/4/277064-barbie-0-1000-0-1500-crop.jpg?v=1b83dc7a71,Margot Robbie,Ryan Gosling,America Ferrera
The Big Lebowski,Joel Coen,4.13,1209533,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/5/51935-the-big-lebowski-0-1000-0-1500-crop.jpg?v=5cd64defcf,Jeff Bridges,John Goodman,Julianne Moore
Prisoners,Denis Villeneuve,4.29,1419209,https://a.ltrbxd.com/resized/sm/upload/iw/eg/4g/nm/3w79tTsv6tmlT8Jww6snyPrgVok-0-1000-0-1500-crop.jpg?v=778c7ae8b8,Hugh Jackman,Jake Gyllenhaal,Terrence Howard
Drive,Nicolas Winding Refn,3.94,1651390,https://a.ltrbxd.com/resized/sm/upload/6d/6l/r3/e9/nu7XIa67cXc2t7frXCE5voXUJcN.jpg-0-1000-0-1500-crop.jpg?v=58a476ae28,Ryan Gosling,Carey Mulligan,Bryan Cranston
Baby Driver,Edgar Wright,3.72,2509370,https://a.ltrbxd.com/resized/film-poster/2/6/8/9/5/0/268950-baby-driver-0-1000-0-1500-crop.jpg?v=61304ddfc8,Ansel Elgort,Kevin Spacey,Lily James
The Wolf of Wall Street,Martin Scorsese,4.0,3086706,https://a.ltrbxd.com/resized/film-poster/8/6/1/1/4/86114-the-wolf-of-wall-street-0-1000-0-1500-crop.jpg?v=9fd1891260,Leonardo DiCaprio,Jonah Hill,Margot Robbie
Apocalypse Now,Francis Ford Coppola,4.44,830744,https://a.ltrbxd.com/resized/film-poster/2/6/9/0/2690-apocalypse-now-0-1000-0-1500-crop.jpg?v=d4f99c09a3,Martin Sheen,Frederic Forrest,Albert Hall
The Godfather: Part II,Francis Ford Coppola,4.59,1082347,https://a.ltrbxd.com/resized/film-poster/5/1/8/1/6/51816-the-godfather-part-ii-0-1000-0-1500-crop.jpg?v=6a49853f25,Al Pacino,Robert Duvall,Diane Keaton
Your Name.,Makoto Shinkai,4.21,1051740,https://a.ltrbxd.com/resized/sm/upload/md/ku/l7/m5/xq1Ugd62d23K2knRUx6xxuALTZB-0-1000-0-1500-crop.jpg?v=443be7928f,Ryunosuke Kamiki,Mone Kamishiraishi,Ryo Narita
Tangled,"Byron Howard, Nathan Greno",3.92,1861549,https://a.ltrbxd.com/resized/sm/upload/0w/h1/le/1p/632CtNOARAuWYfdjoYn6ooP3BHQ-0-1000-0-1500-crop.jpg?v=845e60968f,Mandy Moore,Zachary Levi,Donna Murphy
Fallen Angels,Wong Kar-wai,4.2,444601,https://a.ltrbxd.com/resized/film-poster/4/5/4/8/9/45489-fallen-angels-0-1000-0-1500-crop.jpg?v=26d8dd7207,Leon Lai,Charlie Yeung,Takeshi Kaneshiro
Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,4.09,2510839,https://a.ltrbxd.com/resized/sm/upload/a3/0q/kf/h8/jUFjMoLh8T2CWzHUSjKCojI5SHu-0-1000-0-1500-crop.jpg?v=6285ee260e,Daniel Radcliffe,Rupert Grint,Emma Watson
Star Wars,George Lucas,4.18,2321408,https://a.ltrbxd.com/resized/film-poster/2/7/0/6/2706-star-wars-0-1000-0-1500-crop.jpg?v=f1f1271bf5,Mark Hamill,Harrison Ford,Carrie Fisher
When Harry Met Sally...,Rob Reiner,4.04,782137,https://a.ltrbxd.com/resized/film-poster/5/1/4/8/5/51485-when-harry-met-sally--0-1000-0-1500-crop.jpg?v=2f277e2fe7,Meg Ryan,Billy Crystal,Bruno Kirby
Ferris Bueller's Day Off,John Hughes,3.93,1426318,https://a.ltrbxd.com/resized/film-poster/4/7/2/1/9/47219-ferris-bueller-s-day-off-0-1000-0-1500-crop.jpg?v=5c27745153,Matthew Broderick,Alan Ruck,Mia Sara
Neon Genesis Evangelion: The End of Evangelion,"Hideaki Anno, Kazuya Tsurumaki",4.46,397355,https://a.ltrbxd.com/resized/film-poster/4/0/3/1/1/40311-neon-genesis-evangelion-the-end-of-evangelion-0-1000-0-1500-crop.jpg?v=3f8b0ad85b,Megumi Ogata,Megumi Hayashibara,Kotono Mitsuishi
"Paris, Texas",Wim Wenders,4.4,388052,https://a.ltrbxd.com/resized/film-poster/5/1/4/6/9/51469-paris-texas-0-1000-0-1500-crop.jpg?v=c8f2743612,Harry Dean Stanton,Nastassja Kinski,Dean Stockwell
Get Out,Jordan Peele,4.16,3211041,https://a.ltrbxd.com/resized/film-poster/3/5/3/1/1/7/353117-get-out-0-1000-0-1500-crop.jpg?v=136acec030,Daniel Kaluuya,Allison Williams,Bradley Whitford
(500) Days of Summer,Marc Webb,3.66,1726682,https://a.ltrbxd.com/resized/film-poster/3/9/3/5/0/39350--500-days-of-summer-0-1000-0-1500-crop.jpg?v=05995ae0b3,Joseph Gordon-Levitt,Zooey Deschanel,Geoffrey Arend
The Hunger Games: Catching Fire,Francis Lawrence,3.79,1858497,https://a.ltrbxd.com/resized/sm/upload/0a/6m/bl/rt/esWEsDI83IYqUBGSN69hb4A1Vfu-0-1000-0-1500-crop.jpg?v=a9ecd05d8f,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth
The Prestige,Christopher Nolan,4.23,1353052,https://a.ltrbxd.com/resized/film-poster/5/1/1/4/7/51147-the-prestige-0-1000-0-1500-crop.jpg?v=ad7e891177,Hugh Jackman,Christian Bale,Michael Caine
The Lighthouse,Robert Eggers,4.04,1252774,https://a.ltrbxd.com/resized/film-poster/4/3/3/8/6/3/433863-the-lighthouse-0-1000-0-1500-crop.jpg?v=ee97005537,Robert Pattinson,Willem Dafoe,Valeriia Karaman
Past Lives,Celine Song,4.19,982504,https://a.ltrbxd.com/resized/film-poster/5/9/1/0/5/3/591053-past-lives-0-1000-0-1500-crop.jpg?v=c600b7854e,Greta Lee,Teo Yoo,John Magaro
Requiem for a Dream,Darren Aronofsky,4.1,1184635,https://a.ltrbxd.com/resized/sm/upload/lv/4b/f2/zj/muym4jTjdLx7E6as09d1wlC3sOB-0-1000-0-1500-crop.jpg?v=b4d5a4aa37,Ellen Burstyn,Jared Leto,Jennifer Connelly
Joker,Todd Phillips,3.84,3679961,https://a.ltrbxd.com/resized/film-poster/4/0/6/7/7/5/406775-joker-0-1000-0-1500-crop.jpg?v=e4ea7f98cc,Joaquin Phoenix,Robert De Niro,Zazie Beetz
Dune,Denis Villeneuve,3.9,2662449,https://a.ltrbxd.com/resized/sm/upload/nx/8b/vs/gc/cDbNAY0KM84cxXhmj8f0dLWza3t-0-1000-0-1500-crop.jpg?v=49eed12751,Timothée Chalamet,Rebecca Ferguson,Oscar Isaac
The Royal Tenenbaums,Wes Anderson,4.1,874558,https://a.ltrbxd.com/resized/sm/upload/sf/k0/qu/5o/5xw30y0pSaMtTcuZW5VaQPiR8qb-0-1000-0-1500-crop.jpg?v=b945b566a6,Gene Hackman,Anjelica Huston,Ben Stiller
Poor Things,Yorgos Lanthimos,4.08,1525908,https://a.ltrbxd.com/resized/film-poster/7/1/0/3/5/2/710352-poor-things-0-1000-0-1500-crop.jpg?v=a0f2ee9a0e,Emma Stone,Mark Ruffalo,Willem Dafoe
The Princess Bride,Rob Reiner,4.04,914248,https://a.ltrbxd.com/resized/sm/upload/hk/2u/bd/9p/gpxjoE0yvRwIhFEJgNArtKtaN7S-0-1000-0-1500-crop.jpg?v=544eada136,Cary Elwes,Robin Wright,Mandy Patinkin
Scarface,Brian De Palma,4.11,1110277,https://a.ltrbxd.com/resized/film-poster/5/1/9/3/9/51939-scarface-0-1000-0-1500-crop.jpg?v=e64e66a6b8,Al Pacino,Steven Bauer,Michelle Pfeiffer
Almost Famous,Cameron Crowe,4.03,571538,https://a.ltrbxd.com/resized/sm/upload/8r/4k/tl/rx/mlOGVofLSyFAoVYcjVS2WRVvQjr-0-1000-0-1500-crop.jpg?v=ffceabaa03,Billy Crudup,Frances McDormand,Kate Hudson
The Devil Wears Prada,David Frankel,3.77,1730536,https://a.ltrbxd.com/resized/film-poster/5/1/7/1/2/51712-the-devil-wears-prada-0-1000-0-1500-crop.jpg?v=4a10e2c93f,Anne Hathaway,Meryl Streep,Emily Blunt
The Notebook,Nick Cassavetes,3.67,1249611,https://a.ltrbxd.com/resized/film-poster/4/5/6/6/7/45667-the-notebook-0-1000-0-1500-crop.jpg?v=d867e84f30,Ryan Gosling,Rachel McAdams,Gena Rowlands
Twilight,Catherine Hardwicke,2.9,1602917,https://a.ltrbxd.com/resized/film-poster/4/7/4/6/9/47469-twilight-0-1000-0-1500-crop.jpg?v=f347bd6a28,Kristen Stewart,Robert Pattinson,Billy Burke
Frances Ha,Noah Baumbach,4.03,561374,https://a.ltrbxd.com/resized/film-poster/9/6/0/8/3/96083-frances-ha-0-1000-0-1500-crop.jpg?v=0bb538988b,Greta Gerwig,Mickey Sumner,Michael Zegen
The Rocky Horror Picture Show,Jim Sharman,4.0,700210,https://a.ltrbxd.com/resized/film-poster/2/7/6/9/8/27698-the-rocky-horror-picture-show-0-1000-0-1500-crop.jpg?v=737e51d6bc,Tim Curry,Susan Sarandon,Barry Bostwick
The Worst Person in the World,Joachim Trier,4.13,610143,https://a.ltrbxd.com/resized/film-poster/5/8/5/2/5/8/585258-the-worst-person-in-the-world-0-1000-0-1500-crop.jpg?v=92bc344c27,Renate Reinsve,Anders Danielsen Lie,Herbert Nordrum
Cinema Paradiso,Giuseppe Tornatore,4.45,357388,https://a.ltrbxd.com/resized/film-poster/4/5/4/9/3/45493-cinema-paradiso-0-1000-0-1500-crop.jpg?v=8e66264ed4,Philippe Noiret,Jacques Perrin,Marco Leonardi
Bottoms,Emma Seligman,3.83,941363,https://a.ltrbxd.com/resized/film-poster/7/3/1/2/2/2/731222-bottoms-0-1000-0-1500-crop.jpg?v=11b87368c8,Rachel Sennott,Ayo Edebiri,Ruby Cruz
Jojo Rabbit,Taika Waititi,4.03,1888930,https://a.ltrbxd.com/resized/film-poster/4/4/4/6/0/0/444600-jojo-rabbit-0-1000-0-1500-crop.jpg?v=a5ad083635,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson
Superbad,Greg Mottola,3.88,1670327,https://a.ltrbxd.com/resized/film-poster/4/7/7/7/6/47776-superbad-0-1000-0-1500-crop.jpg?v=b43686efcb,Jonah Hill,Michael Cera,Christopher Mintz-Plasse
Avengers: Endgame,"Anthony Russo, Joe Russo",3.87,2934174,https://a.ltrbxd.com/resized/film-poster/2/2/6/6/6/0/226660-avengers-endgame-0-1000-0-1500-crop.jpg?v=250ab286a3,Robert Downey Jr.,Chris Evans,Mark Ruffalo
Shrek 2,"Andrew Adamson, Kelly Asbury",4.02,1878157,https://a.ltrbxd.com/resized/sm/upload/g4/4m/0c/6s/rD8SvOTCCJ2VIpIV7GUwUKD1Kzc-0-1000-0-1500-crop.jpg?v=e780d1b7d3,Mike Myers,Eddie Murphy,Cameron Diaz
The Breakfast Club,John Hughes,3.76,1916502,https://a.ltrbxd.com/resized/film-poster/5/0/5/1/8/50518-the-breakfast-club-0-1000-0-1500-crop.jpg?v=cce37bedf1,Emilio Estevez,Judd Nelson,Molly Ringwald
The Lord of the Rings: The Two Towers,Peter Jackson,4.39,1841458,https://a.ltrbxd.com/resized/film-poster/5/1/9/2/9/51929-the-lord-of-the-rings-the-two-towers-0-1000-0-1500-crop.jpg?v=9ef6c09783,Elijah Wood,Sean Astin,Andy Serkis
Mean Girls,Mark Waters,3.83,2289151,https://a.ltrbxd.com/resized/film-poster/4/6/0/4/9/46049-mean-girls-0-1000-0-1500-crop.jpg?v=e6378abb7b,Lindsay Lohan,Rachel McAdams,Lizzy Caplan
Once Upon a Time… in Hollywood,Quentin Tarantino,3.76,2434677,https://a.ltrbxd.com/resized/film-poster/3/9/7/8/5/9/397859-once-upon-a-time-in-hollywood-0-1000-0-1500-crop.jpg?v=f3e8612854,Leonardo DiCaprio,Brad Pitt,Margot Robbie
Spider-Man: No Way Home,Jon Watts,3.85,2756319,https://a.ltrbxd.com/resized/film-poster/5/6/0/7/8/7/560787-spider-man-no-way-home-0-1000-0-1500-crop.jpg?v=a336d4f40c,Tom Holland,Zendaya,Benedict Cumberbatch
Stand by Me,Rob Reiner,4.14,804808,https://a.ltrbxd.com/resized/film-poster/5/1/8/2/1/51821-stand-by-me-0-1000-0-1500-crop.jpg?v=b3163b5def,Wil Wheaton,River Phoenix,Jerry OConnell
"The Good, the Bad and the Ugly",Sergio Leone,4.49,591922,https://a.ltrbxd.com/resized/film-poster/5/1/6/6/6/51666-the-good-the-bad-and-the-ugly-0-1000-0-1500-crop.jpg?v=9474a84e63,Clint Eastwood,Eli Wallach,Lee Van Cleef
Memento,Christopher Nolan,4.17,1489375,https://a.ltrbxd.com/resized/sm/upload/v1/3q/s4/aa/memento-0-1000-0-1500-crop.jpg?v=80f0732247,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano
Pan's Labyrinth,Guillermo del Toro,4.17,1018927,https://a.ltrbxd.com/resized/film-poster/5/1/0/4/7/51047-pan-s-labyrinth-0-1000-0-1500-crop.jpg?v=79f89e7325,Ivana Baquero,Sergi López,Maribel Verdú
Léon: The Professional,Luc Besson,4.03,1244713,https://a.ltrbxd.com/resized/sm/upload/6x/vq/25/fy/gE8S02QUOhVnAmYu4tcrBlMTujz-0-1000-0-1500-crop.jpg?v=f72423fa1f,Jean Reno,Natalie Portman,Gary Oldman
Before Sunset,Richard Linklater,4.35,648982,https://a.ltrbxd.com/resized/film-poster/5/1/9/7/0/51970-before-sunset-0-1000-0-1500-crop.jpg?v=059bc2bbc0,Ethan Hawke,Julie Delpy,Vernon Dobtcheff
Beautiful Boy,Felix van Groeningen,3.88,723536,https://a.ltrbxd.com/resized/film-poster/3/8/4/0/5/8/384058-beautiful-boy-0-1000-0-1500-crop.jpg?v=f926f71a50,Steve Carell,Timothée Chalamet,Maura Tierney
Juno,Jason Reitman,3.73,1384904,https://a.ltrbxd.com/resized/film-poster/4/8/0/5/1/48051-juno-0-1000-0-1500-crop.jpg?v=19ad3fb7e5,Elliot Page,Michael Cera,Jennifer Garner
The Departed,Martin Scorsese,4.3,1248393,https://a.ltrbxd.com/resized/sm/upload/jr/th/pu/pb/laefkgrfa3oKwvBtWTBtf2suiI4-0-1000-0-1500-crop.jpg?v=f5d8231026,Leonardo DiCaprio,Matt Damon,Jack Nicholson
Jaws,Steven Spielberg,3.97,1512300,https://a.ltrbxd.com/resized/film-poster/5/1/5/4/2/51542-jaws-0-1000-0-1500-crop.jpg?v=03299455f6,Roy Scheider,Robert Shaw,Richard Dreyfuss
WALL·E,Andrew Stanton,4.19,2552988,https://a.ltrbxd.com/resized/film-poster/4/5/9/9/4/45994-walle-0-1000-0-1500-crop.jpg?v=ad27f0ceac,Ben Burtt,Elissa Knight,Jeff Garlin
Pearl,Ti West,3.75,949714,https://a.ltrbxd.com/resized/film-poster/8/5/3/8/2/2/853822-pearl-0-1000-0-1500-crop.jpg?v=471dfc4a24,Mia Goth,Tandi Wright,David Corenswet
The Florida Project,Sean Baker,4.11,757739,https://a.ltrbxd.com/resized/film-poster/3/2/8/5/3/8/328538-the-florida-project-0-1000-0-1500-crop.jpg?v=60e095aa65,Brooklynn Prince,Bria Vinaite,Willem Dafoe
Clueless,Amy Heckerling,3.72,1491259,https://a.ltrbxd.com/resized/sm/upload/fn/rr/3z/h7/i8gEHh2sszB6YWLC0jl559sxAeN-0-1000-0-1500-crop.jpg?v=593192fedf,Alicia Silverstone,Stacey Dash,Brittany Murphy
Avengers: Infinity War,"Anthony Russo, Joe Russo",3.95,3062126,https://a.ltrbxd.com/resized/film-poster/2/2/6/6/6/1/226661-avengers-infinity-war-0-1000-0-1500-crop.jpg?v=8b35f60c0c,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo
How to Train Your Dragon,"Chris Sanders, Dean DeBlois",4.01,1494608,https://a.ltrbxd.com/resized/sm/upload/0r/r7/c6/7e/hIXX3IRFy0InUOmYeWjvhCAgQNj-0-1000-0-1500-crop.jpg?v=d158027eb4,Jay Baruchel,Gerard Butler,Craig Ferguson
Halloween,John Carpenter,3.81,1001991,https://a.ltrbxd.com/resized/film-poster/6/0/2/9/8/60298-halloween-0-1000-0-1500-crop.jpg?v=bcb3149dda,Donald Pleasence,Jamie Lee Curtis,P.J. Soles
Memories of Murder,Bong Joon-ho,4.41,527483,https://a.ltrbxd.com/resized/sm/upload/84/xt/e8/mw/gawnVe9cFowdoDLo9Pok12NTw39-0-1000-0-1500-crop.jpg?v=7cad204593,Song Kang-ho,Kim Sang-kyung,Kim Roi-ha
Heat,Michael Mann,4.27,725800,https://a.ltrbxd.com/resized/film-poster/5/1/9/9/4/51994-heat-0-1000-0-1500-crop.jpg?v=54dce97dc6,Robert De Niro,Al Pacino,Val Kilmer
Akira,Katsuhiro Otomo,4.27,679102,https://a.ltrbxd.com/resized/sm/upload/xk/25/lu/0m/mi2Axov7Hy20wieoGfrbqDWLjSr-0-1000-0-1500-crop.jpg?v=dd1e90619a,Mitsuo Iwata,Nozomu Sasaki,Mami Koyama
Brokeback Mountain,Ang Lee,4.1,956705,https://a.ltrbxd.com/resized/film-poster/5/1/9/0/9/51909-brokeback-mountain-0-1000-0-1500-crop.jpg?v=40ad2b59a0,Heath Ledger,Jake Gyllenhaal,Michelle Williams
Hot Fuzz,Edgar Wright,4.08,948364,https://a.ltrbxd.com/resized/sm/upload/xe/2y/e6/gy/4XLSKzQcE4lIgJgd71Y8UhAhxqQ-0-1000-0-1500-crop.jpg?v=45bc32b708,Simon Pegg,Nick Frost,Jim Broadbent
The Secret Life of Walter Mitty,Ben Stiller,3.73,634057,https://a.ltrbxd.com/resized/film-poster/9/2/6/1/9/92619-the-secret-life-of-walter-mitty-0-1000-0-1500-crop.jpg?v=990770ac1c,Ben Stiller,Kristen Wiig,Sean Penn
My Neighbor Totoro,Hayao Miyazaki,4.19,1521620,https://a.ltrbxd.com/resized/film-poster/4/7/7/5/6/47756-my-neighbor-totoro-0-1000-0-1500-crop.jpg?v=749abe71ad,Noriko Hidaka,Chika Sakamoto,Hitoshi Takagi
